0,-32,-31,16,15,-34,23,29,-7,3,24,32
0,-31,-32,15,16,-34,21,28,-8,0,22,30
0,-28,-31,15,16,-32,20,27,-8,-2,22,28
1,-26,-29,14,16,-29,20,26,-8,-4,22,28
1,-23,-28,13,15,-27,20,26,-7,-4,22,27
1,-21,-26,11,14,-24,20,25,-7,-4,23,27
1,-20,-25,11,13,-23,21,25,-7,-4,23,27
1,-19,-25,10,12,-22,21,25,-7,-3,23,27
0,-19,-25,10,11,-22,21,24,-9,-3,23,27
0,-20,-25,11,11,-23,20,24,-10,-3,22,27
0,-21,-25,11,12,-24,20,23,-12,-3,21,26
0,-21,-25,12,13,-25,19,22,-13,-4,20,25
1,-22,-25,11,13,-26,19,22,-14,-5,19,25
1,-22,-24,11,13,-27,19,22,-14,-5,19,25
1,-22,-23,10,13,-27,19,22,-13,-5,18,25
1,-21,-22,9,12,-26,20,23,-12,-4,19,26
2,-21,-22,8,11,-25,20,23,-11,-4,19,26
2,-21,-22,8,11,-24,21,24,-10,-3,19,27
2,-21,-22,8,11,-23,21,24,-10,-3,19,27
2,-21,-23,9,11,-22,20,23,-10,-3,19,27
2,-21,-24,9,13,-21,20,22,-10,-3,19,26
2,-22,-25,10,14,-20,19,22,-10,-4,19,25
2,-22,-26,11,15,-20,18,21,-10,-4,18,25
2,-23,-27,12,15,-20,18,21,-10,-4,18,24
2,-24,-27,12,15,-21,18,21,-10,-3,19,24
1,-26,-28,12,15,-23,19,22,-9,-3,20,25
1,-27,-27,12,14,-25,19,22,-8,-2,20,25
0,-29,-27,12,13,-27,20,22,-7,-1,21,26
0,-30,-27,13,12,-29,20,22,-7,-1,21,26
0,-31,-27,13,12,-30,20,22,-7,-1,21,26
0,-31,-27,14,12,-30,19,21,-8,-1,20,25
0,-30,-26,14,12,-29,19,20,-8,-2,19,25
0,-28,-25,13,13,-27,18,19,-9,-3,18,24
0,-25,-24,13,12,-25,18,19,-10,-3,17,23
0,-23,-23,11,12,-22,17,19,-10,-3,17,23
0,-20,-21,10,11,-20,17,19,-10,-3,16,22
