3,-18,-22,6,12,-20,40,51,19,17,43,11
3,-18,-22,6,12,-20,40,51,19,17,43,10
3,-18,-22,6,12,-20,40,51,18,16,43,10
3,-18,-22,6,12,-20,40,51,18,16,43,10
3,-18,-22,6,12,-20,39,51,18,16,42,10
3,-18,-22,6,12,-20,39,51,18,16,42,10
3,-18,-22,6,12,-20,39,50,18,16,42,9
3,-18,-22,6,12,-20,39,50,17,16,42,9
3,-18,-22,6,12,-20,39,50,17,16,42,9
3,-18,-22,6,12,-20,39,50,17,16,42,9
3,-18,-21,6,12,-20,38,50,17,16,42,9
3,-17,-21,6,12,-20,38,50,17,16,42,9
3,-17,-21,6,12,-19,38,50,17,16,42,9
3,-17,-21,6,12,-19,38,50,17,16,42,10
3,-17,-21,6,12,-19,38,50,17,17,42,10
3,-16,-21,6,12,-19,38,50,17,17,42,10
3,-16,-21,6,12,-19,38,50,17,17,42,10
3,-16,-20,6,11,-18,38,50,17,17,41,10
3,-16,-20,6,11,-18,37,49,17,17,41,10
3,-16,-20,6,11,-18,37,49,17,17,40,10
3,-16,-20,6,11,-18,37,49,17,16,40,10
3,-16,-20,6,11,-18,36,48,17,16,40,10
3,-16,-20,6,12,-18,36,48,16,16,39,10
3,-16,-20,6,12,-18,36,47,16,15,39,10
3,-16,-20,6,12,-18,35,47,16,15,39,10
3,-16,-20,6,12,-18,35,47,16,15,39,10
3,-16,-20,6,12,-18,35,47,16,15,39,10
3,-16,-20,6,12,-18,35,47,16,15,39,10
3,-16,-20,6,12,-18,35,47,16,15,39,10
3,-16,-20,6,12,-18,35,47,16,15,39,10
3,-16,-20,6,11,-18,35,47,16,15,39,10
3,-16,-20,6,11,-18,36,47,16,15,39,11
3,-16,-20,6,11,-18,36,47,17,15,38,11
3,-16,-20,6,11,-18,36,47,17,15,38,11
3,-16,-20,6,11,-18,36,46,17,15,38,11
3,-16,-20,6,11,-18,35,46,17,15,38,11
3,-16,-19,6,11,-18,35,46,17,15,38,10
3,-15,-19,6,11,-17,35,45,17,15,38,10
3,-15,-19,6,10,-17,35,45,17,15,37,10
3,-15,-19,6,10,-17,35,45,16,15,37,10
3,-15,-19,5,10,-17,35,45,16,15,37,10
3,-15,-19,5,10,-17,35,44,16,15,37,9
3,-15,-18,5,10,-17,35,44,16,15,37,9
3,-14,-18,5,10,-17,34,44,16,15,37,9
3,-14,-18,5,10,-17,34,44,16,15,36,8
3,-14,-18,4,10,-16,34,44,16,15,36,8
3,-14,-18,4,10,-16,34,43,16,15,36,8
3,-14,-18,4,11,-16,33,43,16,14,36,8
3,-14,-18,4,11,-16,33,43,16,14,36,7
3,-14,-18,4,11,-16,33,43,16,14,36,7
3,-14,-18,4,10,-16,33,43,16,14,36,7
3,-14,-18,4,10,-16,33,43,16,14,36,7
3,-14,-18,5,10,-16,33,43,16,14,36,7
3,-14,-18,5,10,-16,33,43,16,14,35,7
3,-14,-18,5,10,-16,32,43,16,14,35,7
3,-14,-18,5,10,-16,32,43,16,14,35,7
3,-14,-18,5,10,-16,32,42,15,14,35,7
3,-14,-18,5,10,-16,32,42,15,14,35,7
3,-14,-18,5,10,-16,32,42,15,14,35,7
3,-14,-18,5,10,-17,32,42,14,13,35,7
3,-15,-18,5,10,-17,32,42,14,13,35,7
3,-15,-19,5,11,-17,32,42,14,13,35,8
3,-15,-19,5,11,-17,32,42,14,14,35,8
3,-15,-19,5,11,-17,32,42,15,14,35,8
3,-15,-19,5,11,-17,33,43,15,14,35,9
3,-15,-19,5,11,-17,33,43,15,14,35,9
3,-15,-19,5,10,-17,33,43,15,14,35,9
2,-15,-19,5,10,-17,33,42,15,14,35,10
2,-15,-18,5,10,-17,33,42,15,14,35,10
2,-15,-18,5,10,-17,32,42,15,14,35,9
2,-15,-18,5,10,-17,32,42,15,14,35,9
2,-15,-18,5,10,-17,32,41,15,14,34,9
2,-15,-18,5,10,-17,31,41,14,13,34,9
2,-15,-18,5,10,-17,31,40,14,13,33,9
2,-15,-18,5,10,-17,31,40,14,13,33,8
2,-14,-18,5,10,-16,31,40,14,13,33,8
2,-14,-18,5,10,-16,30,40,14,12,32,8
2,-14,-18,5,10,-16,30,39,14,12,32,8
2,-14,-18,5,10,-16,30,39,13,12,32,8
2,-14,-17,5,10,-16,30,39,13,12,32,7
2,-14,-17,5,10,-16,30,39,13,12,32,7
2,-14,-17,5,10,-16,29,39,13,12,32,7
2,-14,-17,5,10,-16,29,39,13,12,32,7
2,-14,-17,5,10,-16,29,39,13,12,32,7
2,-14,-17,5,10,-16,29,39,13,12,32,7
2,-14,-17,5,10,-16,29,38,13,12,32,7
2,-14,-17,5,10,-16,29,38,13,12,32,7
2,-14,-17,5,10,-16,29,38,13,12,32,8
2,-14,-17,5,9,-15,29,38,13,12,32,8
2,-14,-17,5,9,-15,29,38,12,12,32,7
2,-14,-17,5,9,-15,29,38,12,11,31,7
2,-14,-17,5,9,-15,29,37,12,11,31,7
2,-14,-17,5,9,-16,28,37,12,11,31,7
2,-14,-17,5,9,-16,28,37,12,10,30,7
2,-14,-17,5,9,-16,28,37,12,10,30,7
2,-14,-17,5,10,-16,28,36,12,10,30,7
2,-14,-17,5,10,-16,27,36,12,10,29,7
2,-14,-17,5,10,-16,27,36,12,10,29,7
2,-14,-17,4,10,-16,27,36,12,10,29,7
2,-14,-17,4,10,-16,27,37,12,10,29,7
2,-13,-17,4,9,-15,27,37,12,11,29,7
2,-13,-17,4,9,-15,27,37,12,11,29,7
2,-13,-17,4,9,-15,27,37,12,11,28,7
2,-13,-16,4,9,-15,27,37,12,11,28,6
2,-13,-16,4,9,-15,27,36,12,11,28,6
2,-13,-16,4,9,-15,27,36,12,11,29,6
2,-13,-15,4,9,-14,27,36,12,11,29,6
2,-13,-15,4,8,-14,27,36,12,11,29,6
1,-13,-15,4,8,-14,27,36,12,11,29,6
1,-13,-15,4,8,-14,27,35,12,11,29,6
1,-13,-15,4,8,-14,27,35,12,12,29,6
1,-13,-15,4,8,-14,27,35,12,12,29,7
1,-12,-15,4,8,-13,27,35,12,12,30,7
1,-12,-15,4,8,-13,28,36,12,12,30,7
2,-12,-15,4,8,-13,28,36,13,12,30,7
2,-12,-15,4,8,-13,28,36,13,12,30,7
2,-12,-15,4,8,-14,28,36,13,12,30,7
2,-12,-15,4,8,-14,27,36,13,12,30,7
2,-12,-15,4,8,-14,27,36,13,11,30,7
2,-12,-15,4,8,-14,27,35,13,11,29,7
2,-12,-15,4,8,-14,26,35,12,11,29,7
2,-12,-15,4,8,-14,26,35,12,11,29,7
2,-12,-15,5,8,-14,25,35,12,11,28,6
1,-12,-14,5,8,-14,25,35,11,11,28,6
1,-12,-14,4,7,-13,25,34,11,11,28,6
1,-12,-14,4,7,-13,24,34,11,11,28,6
1,-12,-14,4,7,-13,24,34,11,11,28,6
1,-12,-14,4,7,-13,24,34,11,11,28,6
1,-12,-14,5,7,-13,25,34,11,11,27,6
1,-12,-13,5,7,-13,25,34,11,11,27,7
1,-12,-14,5,7,-13,25,34,11,11,27,7
1,-12,-14,5,7,-13,25,33,11,11,27,7
1,-12,-14,5,7,-13,25,33,11,11,27,7
1,-12,-14,5,7,-13,25,33,11,11,27,7
1,-12,-14,5,7,-13,25,33,11,11,27,7
1,-12,-14,5,7,-13,25,33,11,11,27,7
1,-12,-14,5,7,-13,25,33,11,10,27,7
1,-12,-14,5,7,-13,24,33,11,10,27,7
1,-12,-14,5,7,-13,24,32,11,10,27,7
1,-12,-14,5,7,-13,24,32,11,10,27,6
1,-12,-14,5,7,-13,24,32,11,10,27,6
1,-12,-14,5,7,-13,24,32,11,10,27,6
1,-11,-14,5,7,-13,24,32,11,10,26,6
1,-11,-14,5,7,-13,23,32,11,10,26,6
1,-11,-14,5,8,-13,23,32,11,10,26,6
2,-11,-14,5,8,-13,23,32,11,9,26,5
2,-11,-14,5,8,-13,23,31,10,9,26,5
